QKEY,weight,uses_facebook,uses_x,uses_instagram,uses_tiktok,news_facebook,news_x,news_instagram,news_tiktok,fb_why_news,fb_why_entertain,fb_why_social,fb_why_opinion,fb_why_products,fb_why_interests,fb_why_family,tt_why_news,tt_why_entertain,tt_why_social,tt_why_opinion,tt_why_products,tt_why_interests,tt_why_family,fb_pol_content,tt_pol_content,fb_pol_lean,tt_pol_lean,age_group,gender,education,race_ethnicity,party,ideology,income
141878,0.44834526321159474,Yes,No,Yes,No,Yes,NA,No,NA,No,NA,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Moderate,7
142398,0.38299107236867386,Yes,No,Yes,No,No,NA,No,NA,No,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
143915,1.2061133906155788,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Some college,White non-Hispanic,Republican,Very conservative,1
144036,0.4256260255353978,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Very conservative,8
144429,0.41970527820536696,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,2
144736,0.5063521145082966,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
145364,2.6361519949906276,Yes,No,No,No,Yes,NA,NA,NA,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Male,Some college,White non-Hispanic,Republican,Conservative,9
145447,0.5778005702098608,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,9
146170,0.43542134177862374,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Conservative,5
146434,1.3520657906316431,Yes,No,No,No,Yes,NA,NA,NA,No,No,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Female,Some college,White non-Hispanic,Republican,Conservative,5
146784,0.442746514879876,Yes,No,No,No,No,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,High school graduate,Hispanic,Republican,Very conservative,1
147121,0.7282605899988837,Yes,No,No,Yes,No,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,Yes,NA,Yes,NA,Some,None at all,Not sure,NA,50-64,Female,Some college,White non-Hispanic,Something else,NA,1
148162,0.41472645183997425,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Very conservative,9
149866,1.7501366724900411,Yes,No,No,No,No,NA,NA,NA,No,No,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Some college,White non-Hispanic,Republican,Conservative,1
150197,0.4211357056066786,Yes,Yes,Yes,No,Yes,Yes,No,NA,No,No,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Very conservative,5
151130,0.7085936754248962,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,Black non-Hispanic,Independent,Moderate,6
151929,0.3587634065175546,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,3
151972,0.2730845423542714,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,7
152324,0.5383928260506672,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,9
153346,0.21309286252725976,Yes,Yes,Yes,No,No,No,No,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,Black non-Hispanic,Republican,Conservative,8
154578,1.0880211762426568,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,Yes,NA,NA,None at all,None at all,NA,NA,50-64,Female,Some college,Hispanic,Republican,Conservative,1
154730,0.28770983112209697,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,Black non-Hispanic,Republican,Conservative,9
154750,0.5300777728576049,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,1
154874,0.4586912333555459,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,4
154948,0.32711486256836414,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Moderate,7
155606,0.6887297328951603,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,6
155832,0.5385646913872517,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Conservative,8
156233,0.4183691592252947,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Less than high school,Other,Republican,Moderate,7
156660,0.5018032589850271,Yes,No,Yes,No,Yes,NA,Yes,NA,No,NA,NA,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Less than high school,White non-Hispanic,Democrat,Moderate,5
157348,0.4673119818442635,Yes,No,Yes,Yes,No,NA,No,Yes,NA,NA,NA,No,Yes,NA,No,No,No,No,Yes,NA,No,No,Some,Some,Doesn't lean either way,Doesn't lean either way,30-49,Female,Less than high school,White non-Hispanic,Independent,Moderate,9
157570,1.4894065286801126,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Female,Some college,White non-Hispanic,Independent,Moderate,4
157877,0.4768540884578459,Yes,No,Yes,No,No,NA,No,NA,NA,No,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Very conservative,9
158193,0.29274999310210825,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,No,NA,NA,Some,NA,Mostly liberal,50-64,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,9
158846,2.730013015582958,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Some college,White non-Hispanic,Republican,Very conservative,1
159075,0.4938404444185046,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,High school graduate,Other,Democrat,Liberal,1
159562,0.29075950418203833,Yes,Yes,Yes,No,No,Yes,No,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,3
159828,0.3144039837418914,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Very conservative,5
160170,0.32824135735235216,Yes,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,Yes,NA,NA,No,None at all,A little,NA,Not sure,65+,Male,High school graduate,White non-Hispanic,Independent,Conservative,6
161130,0.58519375534907625,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,9
161820,1.293783955682813,Yes,No,No,No,No,NA,NA,NA,No,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,30-49,Female,Less than high school,White non-Hispanic,Republican,Moderate,4
162028,0.49384323355812887,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,Yes,Yes,Yes,No,NA,NA,Yes,NA,NA,No,Most,Some,Doesn't lean either way,Not sure,65+,Female,High school graduate,Black non-Hispanic,Democrat,Very liberal,1
162119,0.380539773782181,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Very conservative,1
162517,0.39899906210233904,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,NA
164425,1.0027007037947016,Yes,No,No,No,No,NA,NA,NA,No,No,No,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,Some college,White non-Hispanic,Democrat,Liberal,3
165171,0.5565491813040913,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,7
166301,0.4451256580051467,Yes,No,No,Yes,No,NA,NA,No,NA,NA,No,Yes,Yes,NA,NA,NA,No,No,Yes,NA,NA,NA,Some,Some,Mostly conservative,NA,50-64,Male,High school graduate,White non-Hispanic,Democrat,Very liberal,8
167094,0.4204308427580219,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Conservative,5
167110,0.4474423306510484,Yes,No,No,No,Yes,NA,NA,NA,NA,No,Yes,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,NA,NA,65+,Female,Some college,White non-Hispanic,Republican,Very conservative,2
169135,0.3550191511495571,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,No,No,No,NA,Some,None at all,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,4
169864,0.31546022372399807,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
171076,0.5347725533208028,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
171264,0.20328862599033293,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Less than high school,Black non-Hispanic,Democrat,Conservative,5
172231,0.29309776614743027,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Very conservative,3
174032,1.1791780999033483,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Male,Some college,White non-Hispanic,Republican,Conservative,9
175192,0.45911937212417975,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Very conservative,NA
175363,0.8121488495678426,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Less than high school,Other,Something else,Very conservative,8
175884,0.3125298936516569,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,7
176308,0.9186738927015312,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,Yes,NA,No,NA,A little,A little,Not sure,Not sure,50-64,Female,Some college,White non-Hispanic,Republican,Moderate,9
176680,0.8462784136396407,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Very conservative,4
176890,0.35011355241083214,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Moderate,NA
176940,0.8919800698067023,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Some college,White non-Hispanic,Something else,Moderate,NA
178470,0.8282490197062932,Yes,No,No,Yes,No,NA,NA,No,NA,NA,NA,Yes,Yes,No,No,NA,NA,NA,Yes,Yes,No,No,Some,A little,Not sure,Not sure,50-64,Female,High school graduate,Black non-Hispanic,Democrat,Liberal,1
179691,0.8390799428858893,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Conservative,2
179979,2.466924904124445,Yes,No,No,Yes,Yes,NA,NA,No,Yes,Yes,No,Yes,NA,No,No,Yes,No,NA,Yes,NA,NA,NA,Some,Some,Mostly liberal,Mostly liberal,65+,Female,Some college,White non-Hispanic,Republican,Very conservative,1
180286,0.37920395677856017,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Very conservative,4
181067,0.4437797743621168,Yes,Yes,No,No,Yes,Yes,NA,NA,No,NA,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly conservative,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Moderate,6
181573,0.8333340832264675,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,Some college,Hispanic,Republican,Conservative,4
182804,0.3734626279055805,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
184735,0.2626858713871009,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Female,Less than high school,Asian non-Hispanic,Republican,Conservative,9
185008,0.7601751905430771,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Moderate,2
185159,0.2860429129364436,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
185394,0.2096238711851376,Yes,No,Yes,No,Yes,NA,Yes,NA,No,No,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,Less than high school,Asian non-Hispanic,Democrat,Very liberal,2
185416,0.4125234049281607,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Conservative,5
185435,0.5357132719478782,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Something else,Very conservative,6
186444,0.653287086650465,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Moderate,1
186902,0.3576671357180751,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,A little,NA,Doesn't lean either way,65+,Male,High school graduate,White non-Hispanic,Democrat,Moderate,9
186956,0.490392380730632,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Very conservative,6
187312,0.5669295303606594,Yes,No,Yes,No,Yes,NA,Yes,NA,No,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Some college,White non-Hispanic,Democrat,Moderate,9
188109,0.45475341790812007,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,Black non-Hispanic,Democrat,Very liberal,9
188245,1.1163599415191192,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Some college,White non-Hispanic,Democrat,Moderate,2
188340,0.27574982409024207,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
188516,0.5818817566347083,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Female,High school graduate,White non-Hispanic,Independent,Conservative,9
189213,0.20656323586384256,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,NA
190780,0.5567437746013271,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,No,Yes,Yes,No,NA,NA,NA,No,Yes,No,NA,NA,Some,A little,Not sure,Not sure,50-64,Female,High school graduate,Other,Democrat,Liberal,4
190961,0.837099061707376,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,No,Yes,NA,NA,None at all,None at all,NA,NA,50-64,Female,Some college,White non-Hispanic,Republican,Conservative,2
191063,1.0332377555070038,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Independent,Moderate,5
191081,0.48237014120979615,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Conservative,9
191336,2.3048796706104286,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Male,Some college,White non-Hispanic,Democrat,Liberal,4
192213,0.27574982409024207,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Very conservative,9
192294,1.0030013817171723,Yes,No,No,Yes,No,NA,NA,No,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,Yes,NA,NA,NA,None at all,None at all,NA,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Moderate,1
192474,0.4125234049281607,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Female,High school graduate,White non-Hispanic,Independent,Conservative,6
192568,0.2594342515695575,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Moderate,7
192753,0.43776515476486955,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Republican,Conservative,7
192798,0.4411889299107681,Yes,Yes,Yes,No,No,No,No,NA,No,No,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Male,High school graduate,White non-Hispanic,Republican,Very conservative,6
192950,0.4062573805000836,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
193408,0.4273857804420542,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
194068,0.40509575325703334,Yes,No,Yes,No,Yes,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,High school graduate,White non-Hispanic,Independent,Conservative,9
194284,0.4125295722159139,Yes,Yes,No,No,No,Yes,NA,NA,NA,No,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Very conservative,9
194477,4.529314538304714,Yes,No,No,No,No,NA,NA,NA,No,No,NA,No,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Some college,Hispanic,Democrat,Moderate,3
194634,0.411574330701833,Yes,No,No,Yes,Yes,NA,NA,No,NA,No,NA,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,No,NA,NA,A little,NA,Not sure,50-64,Female,Some college,White non-Hispanic,Independent,Conservative,1
194718,0.32763307198809977,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Very conservative,5
194860,0.696452445923887,Yes,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Female,Less than high school,White non-Hispanic,Independent,Very conservative,9
195349,0.5585358713949076,Yes,No,Yes,No,No,NA,No,NA,NA,No,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,65+,Male,High school graduate,White non-Hispanic,Independent,Moderate,4
195373,0.7209844637962748,No,Yes,Yes,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,High school graduate,White non-Hispanic,Independent,Moderate,5
195400,0.364892033645525,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,Asian non-Hispanic,Independent,Conservative,9
196107,0.3927217020401119,Yes,No,Yes,No,Yes,NA,No,NA,No,No,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Conservative,5
196610,0.2337405921784372,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,Asian non-Hispanic,Democrat,Moderate,9
197087,1.0048517871928062,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Some college,White non-Hispanic,Independent,Moderate,4
197174,0.4711044104202424,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Very conservative,3
197934,0.20656323586384256,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
198176,0.814827620461916,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Democrat,Very liberal,8
198205,0.8390799428858893,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,High school graduate,White non-Hispanic,Republican,Conservative,5
